USPS,GEOID,ANSICODE,NAME,area_land_sqmi,Latitude,Longitude,population,density
AL,148616,2403291,Mignon CDP,2.002,33.18658,-86.256886,476,143.8460657
AL,148712,2404261,Millbrook city,12.819,32.501474,-86.373914,15413,1202.317933
AL,148784,2582687,Millerville CDP,6.699,33.191458,-85.929828,15413,1202.317933
AL,148808,2406164,Millport town,5.493,33.555935,-88.082382,999,181.8742632
AL,148832,2406165,Millry town,7.49,31.621199,-88.327956,522,69.69371471
AL,149072,2403295,Minor CDP,0.701,33.53895,-86.940261,522,69.69371471
AL,150000,2404278,Mobile city,139.397,30.668426,-88.100226,192904,1383.816602
AL,150192,2404285,Monroeville city,13.373,31.516223,-87.327714,6072,454.0520683
AL,150312,2404287,Montevallo city,12.478,33.125869,-86.846924,6723,538.7999421
AL,151000,2404289,Montgomery city,159.836,32.347174,-86.266114,200022,1251.38359
AL,151096,2404295,Moody city,24.494,33.603431,-86.493783,12823,523.5090071
AL,151216,2403306,Moores Mill CDP,13.605,34.852143,-86.52038,12823,523.5090071
AL,151264,2406188,Mooresville town,0.119,34.626964,-86.879997,58,488.3592458
AL,151456,2406195,Morris town,3.028,33.746735,-86.804438,1933,638.3199536
AL,151469,2582688,Morrison Crossroads CDP,5.191,33.417996,-85.488284,1933,638.3199536
AL,151520,2406201,Mosses town,4.739,32.188758,-86.679435,945,199.3913069
AL,151600,2404314,Moulton city,5.994,34.488302,-87.282707,3343,557.6960497
AL,151648,2406202,Moundville town,4.585,32.996542,-87.627545,2436,531.2733266
AL,151696,2404329,Mountain Brook city,12.825,33.491488,-86.73447,20590,1604.866378
AL,152320,2582689,Mount Olive CDP,8.319,33.078474,-86.133291,20590,1604.866378
AL,152344,2403310,Mount Olive CDP,9.22,33.669286,-86.87549,20590,1604.866378
AL,152608,2406213,Mount Vernon town,5.481,31.087727,-88.013166,1510,275.4977975
AL,152680,2628599,Movico CDP,0.783,31.062763,-88.026619,1510,275.4977975
AL,152776,2406218,Mulga town,0.642,33.553332,-86.973361,822,1337.530564
AL,152848,2424936,Munford town,2.214,33.529059,-85.952543,1249,564.2406691
AL,153016,2404345,Muscle Shoals city,16.53,34.743692,-87.633774,13831,836.7357642
AL,153112,2406222,Myrtlewood town,2.595,32.252088,-87.949261,122,47.01020607
AL,153208,2628600,Nanafalia CDP,2.17,32.111393,-87.995757,122,47.01020607
AL,153232,2582690,Nances Creek CDP,5.807,33.85465,-85.684728,122,47.01020607
AL,153256,2406224,Napier Field town,0.256,31.314917,-85.454962,344,1344.837022
AL,153376,2406966,Natural Bridge town,0.434,34.090353,-87.601409,36,83.0034941
AL,153400,2406967,Nauvoo town,0.989,33.984386,-87.48544,211,213.1721437
AL,153448,2406969,Nectar town,1.811,33.979779,-86.620614,344,189.9906582
AL,153472,2406970,Needham town,0.572,31.987,-88.336563,89,155.4887297
AL,153784,2406982,Newbern town,1.162,32.591672,-87.535614,178,153.1432561
AL,153856,2406973,New Brockton town,7.986,31.367723,-85.92518,1157,144.8826924
AL,154168,2404361,New Hope city,8.658,34.537972,-86.412372,2803,323.7593863
AL,154312,2403332,New Market CDP,17.53,34.892335,-86.425818,2803,323.7593863
AL,154432,2406980,New Site town,9.866,33.026041,-85.784536,754,76.42712333
AL,154480,2406989,Newton town,14.249,31.341229,-85.588307,1459,102.3858318
AL,154582,2582691,New Union CDP,12.184,34.133682,-86.228002,1459,102.3858318
AL,154600,2406991,Newville town,4.018,31.420604,-85.33669,517,128.6682207
AL,155044,2407004,North Courtland town,0.662,34.680046,-87.305721,614,930.9800445
AL,155152,2407006,North Johns town,0.203,33.368055,-87.100888,141,693.3740182
AL,155200,2404400,Northport city,16.739,33.257975,-87.59647,25045,1496.224829
AL,155440,2407012,Notasulga town,13.805,32.555409,-85.668577,850,61.57333623
AL,155752,2407015,Oak Grove town,1.779,33.190359,-86.303727,511,287.3064089
AL,155848,2407019,Oak Hill town,0.56,31.92162,-87.085234,25,44.61576518
AL,155992,2407028,Oakman town,3.082,33.714322,-87.388699,754,244.6645099
AL,156400,2407036,Odenville town,13.968,33.700875,-86.423371,3743,268.0296224
AL,156472,2407037,Ohatchee town,5.896,33.789764,-86.029055,1138,193.0183199
AL,157000,2404433,Oneonta city,15.751,33.947082,-86.48951,6699,433.0058277
AL,157024,2407049,Onycha town,0.792,31.225693,-86.276024,183,231.1073054
AL,157048,2404435,Opelika city,59.652,32.660739,-85.37889,29869,500.7235058
AL,157120,2404437,Opp city,23.664,31.284375,-86.257442,6586,278.3146343
AL,157144,2404439,Orange Beach city,14.702,30.293814,-87.586069,5981,406.8220081
AL,157240,2407056,Orrville town,1.037,32.306769,-87.245447,186,179.4336673
AL,157384,2582692,Our Town CDP,11.879,32.842211,-85.967035,186,179.4336673
AL,157504,2407060,Owens Cross Roads town,8.277,34.585458,-86.455027,1852,223.7478463
AL,157576,2404451,Oxford city,31.76,33.598433,-85.872336,21120,684.3651385
AL,157648,2404456,Ozark city,34.092,31.451615,-85.645035,14610,428.5490913
AL,157696,2407066,Paint Rock town,0.433,34.660934,-86.333952,205,472.9421332
AL,157912,2628601,Panola CDP,0.718,32.946819,-88.262264,205,472.9421332
AL,158272,2407076,Parrish town,2.093,33.732321,-87.280127,960,458.6512779
AL,158848,2404497,Pelham city,38.76,33.32183,-86.742197,23050,594.8704738
AL,158896,2404499,Pell City city,24.878,33.560312,-86.263634,13794,554.4607286
AL,158968,2407098,Pennington town,1.962,32.20696,-88.055777,207,105.498825
AL,159016,2582693,Penton CDP,9.136,33.009832,-85.474824,207,105.498825
AL,159064,2633316,Perdido CDP,11.138,31.005692,-87.630112,207,105.498825
AL,159088,2560543,Perdido Beach town,1.185,30.353879,-87.504788,641,515.3309033
AL,159232,2628602,Peterman CDP,0.423,31.583669,-87.263042,641,515.3309033
AL,159328,2407104,Petrey town,0.734,31.85216,-86.204007,58,79.05638385
AL,159472,2404510,Phenix City city,27.998,32.461669,-85.025021,37132,1326.550775
AL,159496,2407105,Phil Campbell town,4.062,34.351539,-87.706319,1273,313.4245704
AL,159592,2407107,Pickensville town,7.727,33.235782,-88.289443,574,74.2894006
AL,159640,2404515,Piedmont city,9.811,33.926035,-85.615442,4666,475.5943011
AL,159760,2407109,Pike Road town,32.864,32.284283,-85.96007,8777,277.8065436
AL,159832,2407112,Pinckard town,5.333,31.318989,-85.537836,627,117.5592433
AL,159880,2407114,Pine Apple town,3.1,31.872155,-86.989059,125,40.31910964
AL,160240,2407115,Pine Hill town,3.817,31.985884,-87.587516,912,238.953098
AL,160264,2582694,Pine Level CDP,24.807,32.579539,-86.454318,912,238.953098
AL,160372,2407119,Pine Ridge town,1.298,34.44795,-85.784018,282,217.3038865
AL,160648,2424931,Pinson city,11.372,33.709262,-86.663613,7426,657.4400054
AL,160720,2407128,Pisgah town,4.8,34.684366,-85.84601,707,147.2783912
AL,161008,2404538,Pleasant Grove city,9.892,33.493615,-86.978193,10177,1028.338028
AL,161038,2407134,Pleasant Groves town,3.646,34.737619,-86.197637,411,112.7243564
AL,161488,2403433,Point Clear CDP,4.807,30.486226,-87.911547,411,112.7243564
AL,161536,2407141,Pollard town,1.112,31.023877,-87.172978,135,121.3891651
AL,162075,2407153,Powell town,4.963,34.532534,-85.897879,954,192.2314107
AL,162328,2404568,Prattville city,33.768,32.461908,-86.457385,35606,1066.912691
AL,162472,2407160,Priceville town,5.577,34.529613,-86.882119,3297,631.4522335
AL,162496,2404573,Prichard city,25.306,30.773337,-88.131416,22185,876.3102191
AL,162688,2407165,Providence town,1.745,32.342386,-87.776115,210,120.3257105
AL,162952,2628603,Putnam CDP,9.485,32.018084,-88.033057,210,120.3257105
AL,163216,2407169,Ragland town,16.788,33.748325,-86.135927,1697,101.0820144
AL,163288,2404588,Rainbow City city,25.448,33.928777,-86.084228,9531,374.3769705
AL,163336,2404589,Rainsville city,20.624,34.494364,-85.836505,5015,243.1642678
AL,163408,2407173,Ranburne town,1.586,33.525853,-85.339013,407,256.6086824
AL,163495,2582695,Ray CDP,8.204,32.88923,-86.024613,407,256.6086824
AL,163576,2404601,Red Bay city,9.752,34.436097,-88.136515,3119,320.2516071
AL,163730,2582696,Redland CDP,24.142,32.481426,-86.143759,3119,320.2516071
AL,163768,2407185,Red Level town,1.922,31.406711,-86.606217,485,252.3539815
AL,163912,2403466,Redstone Arsenal CDP,7.679,34.687763,-86.661268,485,252.3539815
AL,163984,2407191,Reece City town,3.555,34.077307,-86.034461,628,176.6521864
AL,164040,2582697,Reeltown CDP,7.547,32.574211,-85.819562,628,176.6521864
AL,164104,2407194,Reform town,8.008,33.378214,-88.017297,1616,201.7862925
AL,164152,2407196,Rehobeth town,7.478,31.124507,-85.439607,1482,198.1884567
AL,164368,2407200,Repton town,0.957,31.409716,-87.238931,266,277.8469556
AL,164656,2407216,Ridgeville town,0.821,34.056929,-86.102874,105,127.9462543
AL,164776,2407223,River Falls town,6.835,31.352397,-86.544609,523,76.51275311
AL,164920,2407224,Riverside city,8.665,33.616394,-86.204357,2316,267.2783469
AL,165016,2407226,Riverview town,1.442,31.061141,-87.077421,182,126.1944235
AL,165040,2404627,Roanoke city,18.736,33.145305,-85.369526,5984,319.3847471
AL,165208,2404632,Robertsdale city,5.452,30.557139,-87.704723,5990,1098.68682
AL,165412,2403485,Rock Creek CDP,3.016,33.477227,-87.081249,5990,1098.68682
AL,165472,2407230,Rockford town,3.309,32.896866,-86.208345,444,134.1882362
AL,165592,2403487,Rock Mills CDP,6.325,33.15994,-85.28107,444,134.1882362
AL,165784,2632283,Rockville CDP,2.806,31.405776,-87.844212,444,134.1882362
AL,166216,2407235,Rogersville town,3.033,34.827714,-87.284092,1220,402.24562
AL,166408,2407242,Rosa town,3.768,33.992756,-86.500325,318,84.39802458
AL,167056,2404657,Russellville city,13.406,34.505737,-87.728192,9815,732.1632927
AL,167176,2407263,Rutledge town,5.861,31.724072,-86.302008,458,78.13845053
AL,167536,2407266,St. Florian town,3.674,34.866847,-87.623753,591,160.863038
AL,167584,2628605,St. Stephens CDP,9.877,31.571111,-88.052834,591,160.863038
AL,167608,2402815,Saks CDP,12.152,33.711401,-85.853698,591,160.863038
AL,167800,2405412,Samson city,3.618,31.112417,-86.046735,1912,528.4576903
AL,167920,2407282,Sand Rock town,4.359,34.2302,-85.771561,555,127.3082078
AL,168016,2407286,Sanford town,4.177,31.298819,-86.398848,245,58.65447102
AL,168160,2405422,Saraland city,30.682,30.854574,-88.109906,13942,490.8461005
AL,168280,2407291,Sardis City town,7.864,34.172413,-86.119104,1771,225.2012765
AL,168352,2405427,Satsuma city,7.334,30.857874,-88.063383,6193,830.0691131
AL,168736,2405433,Scottsboro city,50.655,34.64462,-86.048155,14677,289.7450362
AL,169000,2407306,Section town,4.572,34.581644,-85.984942,754,164.9030588
AL,169120,2405441,Selma city,13.809,32.417019,-87.035802,18983,1374.662203
AL,169180,2402837,Selmont-West Selmont CDP,3.278,32.378249,-87.006898,18983,1374.662203
AL,169240,2680031,Semmes city,10.281,30.7722,-88.208064,4155,500.706977
AL,169648,2405452,Sheffield city,6.37,34.755494,-87.701265,9025,1416.919834
AL,169672,2582698,Shelby CDP,18.759,33.106882,-86.585403,9025,1416.919834
AL,169840,2407327,Shiloh town,1.713,34.463763,-85.877994,274,159.9928379
AL,169978,2582699,Shoal Creek CDP,5.02,33.430763,-86.610925,274,159.9928379
AL,170128,2407329,Shorter town,4.54,32.411509,-85.972756,427,94.05565122
AL,170416,2407336,Silas town,5.207,31.767802,-88.325923,426,81.8180252
AL,170536,2407342,Silverhill town,1.256,30.545359,-87.750557,802,638.7034786
AL,170632,2632284,Sims Chapel CDP,5.703,31.249255,-88.142971,802,638.7034786
AL,170704,2407346,Sipsey town,0.481,33.822119,-87.082918,424,882.3696495
AL,170896,2407348,Skyline town,3.981,34.798524,-86.12243,833,209.2303172
AL,171040,2405471,Slocomb city,9.489,31.112126,-85.59866,1956,206.1450025
AL,171190,2405476,Smiths Station city,6.916,32.534662,-85.111341,5341,795.616889
AL,171201,2402861,Smoke Rise CDP,5.794,33.879942,-86.824683,5341,795.616889
AL,171280,2407358,Snead town,5.419,34.119476,-86.389223,841,155.1811518
AL,171496,2407365,Somerville town,2.745,34.467006,-86.795843,712,259.3549395
AL,171832,2405499,Southside city,18.993,33.890841,-86.01802,8600,452.9876468
AL,171900,2407373,South Vinemont town,0.871,34.233907,-86.866026,758,870.761053
AL,171976,2405500,Spanish Fort city,30.251,30.722714,-87.865845,8327,275.2622715
AL,172408,2582700,Spring Garden CDP,2.265,33.972965,-85.555756,8327,275.2622715
AL,172600,2405516,Springville city,8.895,33.743746,-86.428691,4251,477.8977205
AL,172672,2628604,Spruce Pine CDP,0.928,34.39287,-87.729597,4251,477.8977205
AL,172720,2582701,Standing Rock CDP,3.188,33.08569,-85.239849,4251,477.8977205
AL,172816,2633317,Stapleton CDP,10.752,30.735558,-87.797727,4251,477.8977205
AL,172888,2406664,Steele town,6.713,33.941378,-86.192107,1086,161.7701272
AL,173056,2582702,Sterrett CDP,22.929,33.442198,-86.461045,1086,161.7701272
AL,173080,2406667,Stevenson city,7.695,34.876797,-85.81435,1977,256.9236703
AL,173152,2582703,Stewartville CDP,24.14,33.075532,-86.260693,1977,256.9236703
AL,173272,2633318,Stockton CDP,9.343,31.00297,-87.872488,1977,256.9236703
AL,173728,2405539,Sulligent city,7.834,33.891189,-88.126633,1849,236.012323
AL,173848,2405542,Sumiton city,5.209,33.749269,-87.046903,2407,460.7866578
AL,173872,2406681,Summerdale town,10.038,30.476741,-87.687561,1244,124.1032147
AL,174160,2406699,Susan Moore town,5.23,34.091999,-86.434156,769,147.0229161
AL,174304,2406702,Sweet Water town,2.024,32.104903,-87.861185,242,119.5536936
AL,174352,2405558,Sylacauga city,20.25,33.188919,-86.274757,12540,619.2358463
AL,174400,2406707,Sylvania town,8.819,34.562043,-85.80472,1850,213.8149317
AL,174424,2406706,Sylvan Springs town,8.686,33.528628,-87.031206,1509,173.7290408
AL,174592,2405562,Talladega city,25.504,33.431757,-86.099454,15451,605.8151457
AL,174616,2406710,Talladega Springs town,1.231,33.120452,-86.437761,162,131.6464562
AL,174688,2405565,Tallassee city,10.74,32.532665,-85.891993,4759,443.0943247
AL,174976,2405570,Tarrant city,6.348,33.592897,-86.766253,6268,984.2064691
AL,175096,2406717,Taylor town,7.37,31.168811,-85.47579,2393,324.6802768
AL,175768,2402926,Theodore CDP,7.993,30.538686,-88.187573,2393,324.6802768
AL,175936,2406729,Thomaston town,2.013,32.268277,-87.623706,391,194.2244121
AL,175960,2405583,Thomasville city,8.731,31.910455,-87.743024,4002,458.3265116
AL,176080,2406731,Thorsby town,5.829,32.916909,-86.720335,2052,352.0517586
AL,176200,2628606,Tibbie CDP,1.75,31.370471,-88.24386,2052,352.0517586
AL,176208,2582704,Tidmore Bend CDP,9.635,34.033184,-85.926387,2052,352.0517586
AL,176320,2402933,Tillmans Corner CDP,12.972,30.581533,-88.21278,2052,352.0517586
AL,176584,2406744,Town Creek town,2.681,34.671301,-87.407763,1069,398.7407074
AL,176632,2406745,Toxey town,0.684,31.910712,-88.309146,129,188.5299561
AL,176680,2406747,Trafford town,2.439,33.81948,-86.746572,627,257.0952699
AL,176824,2406753,Triana town,1.224,34.592663,-86.742875,529,432.134378
AL,176872,2406755,Trinity town,4.404,34.597263,-87.083806,2164,490.5693336
AL,176920,2405606,Troy city,28.217,31.80196,-85.96713,19191,680.0981392
AL,176944,2405608,Trussville city,33.321,33.655407,-86.563109,21422,642.8879955
AL,177256,2405614,Tuscaloosa city,61.647,33.234404,-87.5283,99543,1615.527316
AL,177280,2405616,Tuscumbia city,9.221,34.718502,-87.702586,8434,914.7043606
AL,177304,2405617,Tuskegee city,16.111,32.418209,-85.673314,8722,541.340835
AL,177352,2424938,Twin town,3.374,33.992314,-87.852295,387,114.7068676
AL,177580,2402943,Underwood-Petersville CDP,5.857,34.876112,-87.698157,387,114.7068676
AL,177616,2406776,Union town,0.821,32.99381,-87.907179,221,269.1338195
AL,177784,2406778,Union Grove town,0.556,34.406172,-86.451667,79,142.0267923
AL,177880,2405629,Union Springs city,6.628,32.139506,-85.714623,3749,565.6568694
AL,177904,2406779,Uniontown town,15.177,32.446719,-87.48738,2388,157.3405221
AL,178120,2628607,Uriah CDP,1.606,31.307365,-87.499213,2388,157.3405221
AL,178204,2405634,Valley city,11.719,32.766755,-85.198652,9377,854.0687399
AL,178232,2405635,Valley Grande city,33.505,32.486872,-87.032773,3741,111.6564822
AL,178240,2406785,Valley Head town,3.467,34.556204,-85.623044,550,158.6194156
AL,178264,2406787,Vance town,10.177,33.173992,-87.226627,1501,147.4842718
AL,178312,2582705,Vandiver CDP,20.466,33.458856,-86.529222,1501,147.4842718
AL,178480,2405641,Vernon city,5.877,33.758859,-88.114379,1896,322.6207313
AL,178552,2405646,Vestavia Hills city,19.768,33.462496,-86.739508,34688,1734.035483
AL,178984,2406801,Vina town,4.801,34.376175,-88.060572,356,74.14864474
AL,179008,2406802,Vincent town,20.584,33.383145,-86.402544,2118,102.8965587
AL,179032,2628608,Vinegar Bend CDP,9.453,31.259093,-88.367264,2118,102.8965587
AL,179272,2406808,Vredenburgh town,1.503,31.823234,-87.318077,293,194.9177577
AL,179344,2406813,Wadley town,1.455,33.1234,-85.568592,737,506.4599342
AL,179488,2406819,Waldo town,2.811,33.387083,-86.041075,276,98.19379504
AL,179728,2406827,Walnut Grove town,5.027,34.064595,-86.28717,681,135.466979
AL,179944,2405676,Warrior city,9.754,33.815234,-86.815304,3192,326.6310678
AL,180064,2406837,Waterloo town,0.748,34.917199,-88.064373,198,264.8807582
AL,180256,2406842,Waverly town,2.724,32.730078,-85.570999,148,54.33549474
AL,180352,2405699,Weaver city,3.465,33.761854,-85.810191,3076,887.6131716
AL,180376,2406847,Webb town,11.156,31.257337,-85.28979,1396,124.9932458
AL,180496,2406851,Wedowee town,3.494,33.308004,-85.4865,806,230.6901173
AL,180736,2582706,Weogufka CDP,8.262,33.032234,-86.323775,806,230.6901173
AL,180928,2406861,West Blocton town,4.798,33.118176,-87.125225,1263,263.2203289
AL,181084,2403002,West End-Cobb Town CDP,4.147,33.651481,-85.876553,1263,263.2203289
AL,181336,2406862,West Jefferson town,1.796,33.666512,-87.047044,331,354.7127239
AL,181504,2406871,Westover town,18.737,33.365561,-86.529205,1542,85.00596378
AL,181528,2406865,West Point town,3.41,34.23873,-86.964075,596,174.7560388
AL,181720,2405723,Wetumpka city,10.608,32.540376,-86.206999,8219,778.5959747
AL,181744,2628609,Whatley CDP,1.291,31.646343,-87.710836,8219,778.5959747
AL,181912,2406877,White Hall town,15.302,32.297411,-86.715776,804,52.54250185
AL,182104,2582707,White Plains CDP,12.79,33.759312,-85.68847,804,52.54250185
AL,182176,2582708,Whitesboro CDP,17.478,34.169004,-86.058499,804,52.54250185
AL,182848,2406894,Wilsonville town,10.345,33.240752,-86.491105,1987,192.071701
AL,182872,2406895,Wilton town,0.957,33.081565,-86.879655,682,712.5095816
AL,182992,2405765,Winfield city,17.543,33.931561,-87.791874,4531,258.2828191
AL,183400,2406911,Woodland town,1.558,33.375627,-85.397439,183,117.4227581
AL,183640,2406913,Woodstock town,7.076,33.217312,-87.14841,1569,221.7443863
AL,183664,2406914,Woodville town,6.622,34.629576,-86.283461,730,110.235337
AL,183976,2406925,Yellow Bluff town,0.462,31.962139,-87.48072,176,380.5587922
AL,184096,2405800,York city,6.865,32.500609,-88.291401,2373,345.6588541
AK,200065,2419346,Adak city,32.872,51.839904,-176.565516,329,9.681740708
